信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,估值|地方债-国债利差_得分,估值|地方债-国债利差变化_得分,估值|地方债-NCD利差_得分,估值|地方债-NCD利差变化_得分,估值|地方债-国债利差变化加速度_得分
2023-05-11,2023-05-12,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,0.0,5.0
2023-05-12,2023-05-15,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,0.0,5.0
2023-05-15,2023-05-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-05-16,2023-05-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-17,2023-05-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-18,2023-05-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-19,2023-05-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,40.0,5.0
2023-05-22,2023-05-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-23,2023-05-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-24,2023-05-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-25,2023-05-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-26,2023-05-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-29,2023-05-30,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-05-30,2023-05-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,0.0
2023-05-31,2023-06-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-01,2023-06-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-02,2023-06-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,0.0,5.0
2023-06-05,2023-06-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-06-06,2023-06-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,10.0
2023-06-07,2023-06-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-08,2023-06-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,0.0,5.0
2023-06-09,2023-06-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-12,2023-06-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-13,2023-06-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-06-14,2023-06-15,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,0.0,5.0
2023-06-15,2023-06-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-06-16,2023-06-19,1.0,看多,-7.441484173564827e-05,-0.0011456131164815364,0.0010711982747458881,0.00011438095238095238,-0.0001887957941166166,-0.2199999999990057,-1.4399999999990114,1.2200000000000057,否,其他,否,是,其他,20.0,2.5,2.5,40.0,10.0
2023-06-19,2023-06-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-20,2023-06-21,1.0,看多,0.0005951800647403527,0.0011901293383420608,-0.0005949492736017081,0.00011498015873015874,0.00048019990601020143,0.5600000000000049,1.250000000000001,-0.6899999999999962,是,有效进攻,是,否,有效进攻,20.0,5.0,2.5,40.0,10.0
2023-06-21,2023-06-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-06-26,2023-06-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,0.0
2023-06-27,2023-06-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,10.0
2023-06-28,2023-06-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,0.0
2023-06-29,2023-06-30,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-06-30,2023-07-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-07-03,2023-07-04,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,0.0,5.0
2023-07-04,2023-07-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-07-05,2023-07-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,10.0
2023-07-06,2023-07-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-07,2023-07-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-10,2023-07-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-11,2023-07-12,1.0,看多,-0.0002194561344682766,0.0005392214653634486,-0.0007586775998317252,0.00011497222222222221,-0.00033442835669045495,-0.38999999999900226,0.4999999999999796,-0.8899999999989818,否,其他,是,是,其他,20.0,2.5,2.5,40.0,5.0
2023-07-12,2023-07-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-13,2023-07-14,1.0,看多,0.0018207434720354243,-0.00019947790884822236,0.0020202213808836467,0.00011553174603174604,0.0017052117260035748,1.9900000000000126,-0.3500000000000031,2.340000000000016,是,其他,否,否,其他,20.0,2.5,2.5,40.0,5.0
2023-07-14,2023-07-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-07-17,2023-07-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-18,2023-07-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-19,2023-07-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-20,2023-07-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-21,2023-07-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-24,2023-07-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,2.5,20.0,5.0
2023-07-25,2023-07-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,5.0
2023-07-26,2023-07-27,1.0,看多,0.0013673645176361937,0.001841435702478078,-0.0004740711848418844,0.00011427380952380953,0.0012530907081122764,1.460000000000003,1.9999999999990163,-0.5399999999990133,是,有效进攻,是,否,有效进攻,20.0,5.0,2.5,40.0,10.0
2023-07-27,2023-07-28,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,0.0,0.0
2023-07-28,2023-07-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-07-31,2023-08-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,10.0
2023-08-01,2023-08-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-08-02,2023-08-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,0.0
2023-08-03,2023-08-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,10.0
2023-08-04,2023-08-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,0.0,5.0
2023-08-07,2023-08-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-08,2023-08-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-09,2023-08-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,0.0,0.0
2023-08-10,2023-08-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,5.0,20.0,5.0
2023-08-11,2023-08-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-14,2023-08-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,5.0,20.0,5.0
2023-08-15,2023-08-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,5.0,20.0,5.0
2023-08-16,2023-08-17,1.0,看多,0.0006716229026497711,0.0010611804279012649,-0.0003895575252514938,0.0001123611111111111,0.0005592617915386498,0.6499999999999908,1.0999999999989838,-0.449999999998993,是,有效进攻,是,否,有效进攻,40.0,0.0,5.0,20.0,5.0
2023-08-17,2023-08-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,5.0,20.0,5.0
2023-08-18,2023-08-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-21,2023-08-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-22,2023-08-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-23,2023-08-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,10.0
2023-08-24,2023-08-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-08-25,2023-08-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-08-28,2023-08-29,1.0,看多,-6.153871496339391e-05,-0.0010752621226092218,0.001013723407645828,0.00011087301587301587,-0.00017241173083637766,-0.19999999999999185,-1.349999999999997,1.1500000000000052,否,其他,否,是,其他,20.0,2.5,2.5,40.0,5.0
2023-08-29,2023-08-30,1.0,看多,-0.0001562583873006007,0.0012963912478827222,-0.001452649635183323,0.00011095238095238095,-0.00026721076825299755,-0.3099999999999978,1.3700000000009884,-1.6800000000009863,否,其他,是,是,其他,20.0,5.0,2.5,40.0,5.0
2023-08-30,2023-08-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,0.0
2023-08-31,2023-09-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,0.0,5.0
2023-09-01,2023-09-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-09-04,2023-09-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-09-05,2023-09-06,1.0,看多,0.0006800695293764925,-0.00012257101856494312,0.0008026405479414356,0.00011176984126984127,0.0005682996881067146,0.6600000000000008,-0.25999999999998247,0.9199999999999833,是,其他,否,否,其他,20.0,2.5,2.5,40.0,5.0
2023-09-06,2023-09-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-09-07,2023-09-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,2.5,20.0,5.0
2023-09-08,2023-09-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,40.0,5.0
2023-09-11,2023-09-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,0.0
2023-09-12,2023-09-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,0.0,40.0,0.0
2023-09-13,2023-09-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,0.0,20.0,5.0
2023-09-14,2023-09-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,0.0,20.0,5.0
2023-09-15,2023-09-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,5.0
2023-09-18,2023-09-19,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,0.0,5.0
2023-09-19,2023-09-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-09-20,2023-09-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-09-21,2023-09-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-09-22,2023-09-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-09-25,2023-09-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-09-26,2023-09-27,1.0,看多,-2.1813524794245254e-05,0.0003236319189325876,-0.00034544544372683283,0.00011532539682539683,-0.00013713892161963743,-0.15999999999998654,0.25000000000000716,-0.4099999999999937,否,其他,是,是,其他,20.0,5.0,0.0,40.0,10.0
2023-09-27,2023-09-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,5.0,0.0,40.0,0.0
2023-09-28,2023-10-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-10-09,2023-10-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-10-10,2023-10-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,40.0,5.0
2023-10-11,2023-10-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,0.0,20.0,5.0
2023-10-12,2023-10-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-10-13,2023-10-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,2.5,2.5,20.0,5.0
2023-10-16,2023-10-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,5.0
2023-10-17,2023-10-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,5.0
2023-10-18,2023-10-19,1.0,看多,9.132957210189474e-05,-0.0013668107464042123,0.001458140318506107,0.00011698809523809524,-2.565852313615793e-05,-0.029999999999995308,-1.7000000000000002,1.6700000000000048,否,其他,否,否,其他,40.0,0.0,0.0,40.0,5.0
2023-10-19,2023-10-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,0.0,0.0,20.0,5.0
2023-10-20,2023-10-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-10-23,2023-10-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,0.0,5.0
2023-10-24,2023-10-25,1.0,看多,-0.0006567488917846864,-0.0010184979404047612,0.00036174904862007473,0.00011927380952380953,-0.0007760227013084987,-0.910000000000008,-1.2999999999999816,0.3899999999999736,否,其他,否,是,其他,40.0,2.5,2.5,20.0,5.0
2023-10-25,2023-10-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,5.0
2023-10-26,2023-10-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,5.0
2023-10-27,2023-10-30,1.0,看多,0.001789582844045734,0.0002722012357536663,0.0015173816082920677,0.00012025396825396826,0.0016693288757917565,1.9600000000000173,0.190000000000988,1.7699999999990292,是,有效进攻,是,否,有效进攻,40.0,0.0,0.0,40.0,10.0
2023-10-30,2023-10-31,1.0,看多,0.0010572815423879334,3.8419576006809564e-05,0.0010188619663811238,0.00011947619047619048,0.0009378053519116972,1.0999999999999899,-0.08000000000098206,1.1800000000009718,是,其他,是,否,有效进攻,40.0,2.5,0.0,20.0,10.0
2023-10-31,2023-11-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-01,2023-11-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,2.5,20.0,0.0
2023-11-02,2023-11-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-03,2023-11-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,0.0
2023-11-06,2023-11-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,5.0
2023-11-07,2023-11-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,5.0
2023-11-08,2023-11-09,1.0,看多,0.00131265286219584,0.0015637068559635203,-0.00025105399376768034,0.00012021428571428532,0.0011924385764816494,1.3999999999990063,1.6800000000009863,-0.28000000000198,是,有效进攻,是,否,有效进攻,40.0,2.5,0.0,20.0,10.0
2023-11-09,2023-11-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,0.0
2023-11-10,2023-11-13,1.0,看多,0.0010061307453403945,0.000539379071392565,0.00046675167394782946,0.00011946031746031746,0.0008866704278801339,1.0399999999999991,0.5000000000000143,0.5399999999999848,是,有效进攻,是,否,有效进攻,40.0,2.5,0.0,20.0,10.0
2023-11-13,2023-11-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-14,2023-11-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-15,2023-11-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-16,2023-11-17,1.0,看多,0.00034966198303298945,0.0007565868707930523,-0.00040692488776006286,0.00011947222222222222,0.0002301897608106657,0.26999999999999247,0.7500000000000215,-0.48000000000002907,是,有效进攻,是,否,有效进攻,40.0,2.5,0.0,20.0,10.0
2023-11-17,2023-11-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-11-20,2023-11-21,1.0,看多,0.00012779368203807984,-0.00041575854234643383,0.0005435522243845137,0.000119265873015873,8.527809022239285e-06,0.010000000000981446,-0.6000000000000103,0.6100000000009917,是,其他,否,否,其他,40.0,5.0,0.0,20.0,5.0
2023-11-21,2023-11-22,1.0,看多,-0.00030713072205890146,-0.0007625939786498614,0.00045546325659096,0.00011926190476190436,-0.0004263926268207627,-0.5000000000009858,-0.999999999999994,0.49999999999900824,否,其他,否,是,其他,40.0,5.0,0.0,20.0,5.0
2023-11-22,2023-11-23,1.0,看多,6.830625431342163e-05,-0.0011001298929891323,0.001168436147302554,0.00011946031746031746,-5.1154063146952414e-05,-0.06000000000002531,-1.3900000000000023,1.329999999999977,否,其他,否,否,其他,40.0,5.0,0.0,20.0,5.0
2023-11-23,2023-11-24,1.0,看多,-0.00028121043466022844,-0.001627597845592188,0.0013463874109319596,0.00011948412698412699,-0.0004006945616443526,-0.4699999999999843,-1.999999999999988,1.5300000000000038,否,其他,否,是,其他,40.0,5.0,0.0,20.0,5.0
2023-11-24,2023-11-27,1.0,看多,0.0022164202026007107,-0.0001526042334082378,0.0023690244360089485,0.00011967063492063492,0.002096749567680141,2.459999999999997,-0.29999999999901633,2.759999999999013,是,其他,否,否,其他,40.0,5.0,0.0,20.0,5.0
2023-11-27,2023-11-28,1.0,看多,-0.000879792749788777,-0.00036894368563278324,-0.0005108490641559937,0.00011869444444444445,-0.0009984871942332752,-1.1699999999999906,-0.550000000001001,-0.6199999999989896,否,该空没空,否,是,该空没空,40.0,5.0,0.0,20.0,5.0
2023-11-28,2023-11-29,1.0,看多,-0.000520515073009653,0.001925645337055082,-0.002446160410064735,0.00011915873015873015,-0.0006396738031683374,-0.7500000000000215,2.1000000000000183,-2.8500000000000396,否,其他,是,是,其他,40.0,5.0,0.0,40.0,5.0
2023-11-29,2023-11-30,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,0.0
2023-11-30,2023-12-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-01,2023-12-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,0.0,0.0
2023-12-04,2023-12-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,0.0,0.0,20.0,5.0
2023-12-05,2023-12-06,1.0,看多,0.0016132793911982635,0.0007566438808372933,0.0008566355103609702,0.00011748015873015873,0.0014957992324681883,1.7499999999999807,0.7499999999999868,0.9999999999999939,是,有效进攻,是,否,有效进攻,40.0,0.0,0.0,40.0,5.0
2023-12-06,2023-12-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-07,2023-12-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-08,2023-12-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-11,2023-12-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-12,2023-12-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
2023-12-13,2023-12-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,40.0,2.5,0.0,20.0,5.0
